tenure_in_months,number_of_referrals,total_revenue,contract,offer,online_security,premium_tech_support,device_protection_plan,customer_status
8,1,993.18,Month-to-Month,None,Yes,No,No,Churned
3,1,115.05,Month-to-Month,None,No,Yes,No,Churned
12,10,748.63,Two Year,Offer D,No Internet,No Internet,No Internet,Stayed
16,0,626.55,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
72,0,8718.53,Two Year,Offer A,Yes,Yes,No,Stayed
1,0,93.25,Month-to-Month,Offer E,No,No,No,Churned
10,0,911.85,Month-to-Month,Offer D,No,No,No,Churned
62,0,2748.7,Two Year,Offer B,No,No,Yes,Stayed
4,0,498.29,Month-to-Month,Offer E,No,No,No,Churned
53,0,3388.51,One Year,Offer B,No Internet,No Internet,No Internet,Stayed
52,7,5659.93,One Year,None,Yes,No,Yes,Stayed
19,0,2535.23,Month-to-Month,Offer D,No,No,No,Churned
18,0,1400.46,Month-to-Month,Offer D,No,No,No,Stayed
51,1,1459.35,Month-to-Month,Offer B,No,No,No,Stayed
6,0,394.94,Month-to-Month,Offer E,No,No,No,Stayed
72,0,9622.04,Two Year,None,Yes,Yes,Yes,Stayed
72,7,9843.63,Two Year,None,Yes,Yes,Yes,Stayed
71,3,11084.84,Two Year,Offer A,No,No,Yes,Churned
57,0,4956.9,Two Year,Offer B,No,No,Yes,Stayed
58,3,6284.62,Two Year,Offer B,Yes,No,Yes,Stayed
71,0,2108.0,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
72,1,7686.7,Two Year,Offer A,Yes,Yes,Yes,Stayed
17,0,785.04,Two Year,None,No Internet,No Internet,No Internet,Stayed
39,0,5544.32,Month-to-Month,Offer C,No,No,No,Churned
8,10,686.38,Month-to-Month,None,No,Yes,No,Stayed
68,0,3684.97,Two Year,None,No Internet,No Internet,No Internet,Stayed
28,8,1682.05,One Year,None,No,Yes,Yes,Stayed
1,0,107.91,Month-to-Month,Offer E,No,No,No,Churned
71,6,2180.75,Two Year,None,No Internet,No Internet,No Internet,Stayed
30,0,2670.42,Two Year,None,No,Yes,Yes,Stayed
34,7,1563.82,One Year,None,No Internet,No Internet,No Internet,Stayed
32,0,3832.66,One Year,None,No,Yes,Yes,Stayed
6,8,343.68,Two Year,Offer E,No Internet,No Internet,No Internet,Stayed
45,6,3025.45,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
37,0,973.55,Month-to-Month,None,No,Yes,No,Churned
11,0,1251.98,Two Year,None,No,Yes,Yes,Stayed
1,6,117.56,Month-to-Month,None,No,No,No,Churned
23,10,813.45,Two Year,None,Yes,Yes,No,Stayed
29,0,2430.38,Month-to-Month,None,Yes,No,No,Stayed
68,1,7714.16,One Year,None,Yes,No,No,Stayed
17,1,592.75,Month-to-Month,None,Yes,No,Yes,Stayed
69,0,2671.96,Two Year,None,No Internet,No Internet,No Internet,Stayed
59,3,3886.85,Two Year,None,Yes,Yes,Yes,Stayed
32,3,4678.38,Month-to-Month,None,No,No,No,Stayed
29,0,2720.5,Month-to-Month,None,No,Yes,No,Stayed
59,0,5492.34,One Year,Offer B,No,No,No,Churned
28,2,1386.8,One Year,Offer C,Yes,Yes,Yes,Stayed
15,0,1803.75,Month-to-Month,Offer D,No,No,No,Churned
50,0,6789.0,Month-to-Month,Offer B,Yes,Yes,No,Stayed
5,0,198.0,Month-to-Month,None,No,No,No,Churned
14,7,1184.7,Month-to-Month,None,No,No,No,Stayed
20,0,632.4,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
35,0,4782.55,Month-to-Month,Offer C,No,No,No,Churned
6,0,861.15,Month-to-Month,Offer E,No,No,Yes,Churned
14,0,1799.98,Month-to-Month,None,No,No,No,Stayed
23,0,2280.95,Month-to-Month,Offer D,No,Yes,Yes,Stayed
71,1,8292.34,One Year,Offer A,Yes,No,Yes,Stayed
28,1,3116.76,One Year,Offer C,Yes,No,No,Churned
64,10,7531.06,One Year,None,Yes,Yes,No,Stayed
3,0,155.35,Month-to-Month,None,No,No,No,Churned
34,0,3858.91,Month-to-Month,None,Yes,No,Yes,Churned
1,0,93.44,Month-to-Month,None,No,No,No,Churned
33,0,4294.37,Month-to-Month,Offer C,No,Yes,Yes,Churned
12,0,1340.11,Month-to-Month,Offer D,No,No,No,Stayed
72,7,7941.66,One Year,None,No,No,No,Stayed
36,9,3689.52,One Year,Offer C,No,Yes,Yes,Stayed
4,0,241.82,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
8,6,412.49,Month-to-Month,Offer E,No,No,No,Stayed
18,1,810.7,Month-to-Month,None,No,No,Yes,Churned
29,6,2406.97,Month-to-Month,None,No,No,Yes,Stayed
28,1,3657.38,Month-to-Month,None,Yes,No,No,Churned
59,0,7321.93,One Year,None,No,No,Yes,Stayed
16,0,1044.52,One Year,Offer D,Yes,No,No,Stayed
67,1,8414.43,One Year,Offer A,Yes,Yes,No,Churned
40,0,5419.35,Month-to-Month,None,No,No,Yes,Stayed
9,6,355.82,Two Year,Offer E,No Internet,No Internet,No Internet,Stayed
8,0,789.99,One Year,None,Yes,Yes,No,Stayed
58,9,1843.83,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
71,3,9181.92,Two Year,Offer A,Yes,No,Yes,Stayed
5,0,283.6,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
17,0,1713.52,Month-to-Month,None,No,No,No,Stayed
30,9,3258.42,Month-to-Month,None,No,No,No,Stayed
13,8,976.7,One Year,None,No Internet,No Internet,No Internet,Stayed
16,0,1587.88,Month-to-Month,None,No,No,No,Churned
30,6,1911.9,Two Year,None,No Internet,No Internet,No Internet,Stayed
13,0,1244.02,Month-to-Month,Offer D,No,Yes,Yes,Churned
34,0,1917.28,Month-to-Month,Offer C,No Internet,No Internet,No Internet,Stayed
52,4,8077.64,Two Year,None,Yes,Yes,Yes,Stayed
4,0,398.26,Month-to-Month,Offer E,No,No,No,Churned
44,7,2431.28,One Year,None,No Internet,No Internet,No Internet,Stayed
47,2,7423.58,Month-to-Month,Offer B,No,No,Yes,Stayed
13,6,468.87,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
5,0,663.55,Month-to-Month,Offer E,No,No,No,Churned
23,0,789.18,Two Year,None,No Internet,No Internet,No Internet,Stayed
8,0,1190.83,Month-to-Month,None,No,No,Yes,Churned
40,7,2993.47,Month-to-Month,None,No,No,No,Stayed
67,1,7066.6,Two Year,Offer A,No,Yes,No,Stayed
25,0,3293.75,Month-to-Month,None,No,No,No,Churned
70,3,9045.2,Two Year,Offer A,Yes,Yes,Yes,Stayed
43,0,3479.07,Two Year,None,No,No,No,Stayed
12,0,1502.62,Month-to-Month,None,No,No,No,Churned
72,4,6864.29,Two Year,Offer A,Yes,Yes,Yes,Stayed
21,1,1889.29,Month-to-Month,Offer D,No,No,No,Churned
51,5,3607.48,Two Year,Offer B,Yes,Yes,No,Stayed
55,1,3590.4,Two Year,Offer B,Yes,Yes,No,Churned
51,0,3545.95,One Year,None,Yes,Yes,No,Stayed
22,5,1760.64,Two Year,Offer D,Yes,Yes,No,Stayed
51,9,5624.46,Month-to-Month,Offer B,No,Yes,No,Stayed
71,2,7942.44,Two Year,None,Yes,No,Yes,Stayed
44,4,5422.59,One Year,Offer B,No,No,Yes,Stayed
31,0,3359.87,Two Year,None,No,Yes,Yes,Stayed
41,0,2508.15,Month-to-Month,None,No,No,Yes,Stayed
60,1,6139.75,Month-to-Month,Offer B,No,Yes,No,Stayed
2,1,188.89,Month-to-Month,None,No,No,No,Churned
29,0,788.05,One Year,None,No,No,No,Stayed
65,3,7981.75,Month-to-Month,Offer B,Yes,No,Yes,Churned
5,0,457.25,Two Year,Offer E,No,No,No,Stayed
1,1,89.84,Month-to-Month,Offer E,No,No,No,Churned
28,1,2398.09,One Year,None,Yes,Yes,No,Stayed
14,2,846.7,One Year,None,No Internet,No Internet,No Internet,Stayed
58,1,9151.29,One Year,None,Yes,No,Yes,Churned
15,0,832.75,Month-to-Month,Offer D,No,No,No,Churned
19,1,2482.83,Month-to-Month,None,No,No,No,Stayed
60,0,5657.2,Two Year,None,No,No,Yes,Stayed
1,0,115.21,Month-to-Month,None,No,No,No,Churned
71,0,6842.3,Two Year,Offer A,Yes,Yes,Yes,Stayed
6,0,578.61,Month-to-Month,None,No,Yes,Yes,Churned
43,8,2740.55,One Year,None,Yes,Yes,Yes,Stayed
68,0,5109.36,One Year,Offer A,Yes,No,Yes,Stayed
58,6,2610.25,Month-to-Month,Offer B,No,No,Yes,Churned
4,0,383.19,Month-to-Month,Offer E,No,No,No,Stayed
46,0,3175.13,Month-to-Month,Offer B,No,No,No,Stayed
35,5,1269.75,Two Year,None,No Internet,No Internet,No Internet,Stayed
47,0,5937.36,One Year,None,No,No,No,Stayed
25,3,1122.15,One Year,None,No Internet,No Internet,No Internet,Stayed
19,10,2132.08,Two Year,None,No,No,No,Stayed
49,0,4887.53,Month-to-Month,Offer B,No,No,No,Stayed
6,0,546.9,Month-to-Month,Offer E,No,No,No,Stayed
68,0,2108.64,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
58,6,2133.36,Two Year,None,No Internet,No Internet,No Internet,Stayed
25,0,1233.9,Two Year,Offer C,No Internet,No Internet,No Internet,Stayed
24,1,785.93,Two Year,None,No Internet,No Internet,No Internet,Stayed
6,0,819.17,Month-to-Month,None,No,No,No,Stayed
15,1,1198.0,Month-to-Month,None,No,Yes,Yes,Stayed
26,0,3327.14,Month-to-Month,None,Yes,No,No,Stayed
16,0,1307.54,Month-to-Month,Offer D,Yes,No,No,Stayed
10,5,939.85,One Year,None,Yes,No,No,Stayed
21,0,1396.02,Month-to-Month,Offer D,No,No,No,Stayed
67,5,7750.07,Two Year,None,Yes,Yes,No,Stayed
19,3,610.2,Month-to-Month,None,Yes,No,No,Stayed
40,9,2080.39,Two Year,None,No Internet,No Internet,No Internet,Stayed
16,1,2140.03,Month-to-Month,None,No,No,No,Churned
57,2,3415.95,Two Year,None,No,Yes,Yes,Stayed
41,10,5051.81,Month-to-Month,Offer B,No,No,No,Stayed
28,0,2492.06,One Year,Offer C,Yes,Yes,No,Stayed
70,3,6328.5,Two Year,Offer A,Yes,Yes,Yes,Stayed
21,0,1123.61,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
36,0,2108.63,One Year,None,No Internet,No Internet,No Internet,Stayed
70,7,6559.3,One Year,None,Yes,Yes,Yes,Stayed
8,0,620.79,Month-to-Month,None,No,No,No,Churned
56,0,5010.91,One Year,Offer B,Yes,Yes,Yes,Stayed
1,0,97.94,Month-to-Month,None,No,No,No,Churned
4,2,418.08,Month-to-Month,None,No,No,No,Stayed
63,2,3073.35,Two Year,None,No Internet,No Internet,No Internet,Stayed
68,1,5616.11,Two Year,None,No,Yes,No,Stayed
15,0,1863.4,Month-to-Month,None,Yes,Yes,Yes,Churned
43,7,5197.59,Month-to-Month,Offer B,No,No,No,Stayed
1,1,27.98,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
35,0,2674.45,One Year,None,No Internet,No Internet,No Internet,Stayed
60,0,2185.3,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
71,0,11501.82,Two Year,Offer A,Yes,Yes,Yes,Stayed
71,10,9200.46,Two Year,Offer A,Yes,Yes,Yes,Stayed
24,0,2634.12,One Year,Offer C,No,No,No,Stayed
23,0,3257.37,One Year,None,Yes,No,Yes,Stayed
72,8,2763.0,Two Year,Offer A,Yes,No,Yes,Stayed
70,1,7746.65,Two Year,Offer A,Yes,Yes,Yes,Churned
72,1,9195.82,Two Year,None,Yes,No,Yes,Stayed
3,1,389.62,Month-to-Month,Offer E,No,No,No,Churned
72,2,9372.25,Two Year,None,Yes,Yes,Yes,Stayed
34,0,1676.33,Two Year,None,No Internet,No Internet,No Internet,Stayed
24,0,2096.12,Month-to-Month,None,No,No,Yes,Stayed
37,0,2466.19,Month-to-Month,Offer C,No,No,No,Churned
32,6,2942.3,Month-to-Month,Offer C,Yes,No,No,Stayed
26,0,1271.59,One Year,Offer C,No Internet,No Internet,No Internet,Stayed
22,1,2219.51,One Year,None,No,No,No,Churned
43,8,4435.7,Month-to-Month,None,No,No,Yes,Stayed
17,0,869.24,Two Year,Offer D,No Internet,No Internet,No Internet,Stayed
71,10,3805.05,Month-to-Month,None,No,No,Yes,Stayed
7,0,264.68,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
22,2,1489.52,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
68,4,5553.37,Two Year,None,Yes,No,Yes,Stayed
32,1,4248.3,Month-to-Month,None,No,No,No,Churned
55,3,5556.15,Month-to-Month,None,No,No,No,Stayed
47,1,5450.19,Two Year,None,Yes,No,Yes,Stayed
3,0,79.45,Month-to-Month,Offer E,No,No,No,Churned
15,0,1670.65,Month-to-Month,None,Yes,No,No,Churned
55,5,5692.15,Month-to-Month,None,Yes,No,No,Stayed
72,4,6883.78,Two Year,None,Yes,No,Yes,Stayed
49,7,6230.82,Month-to-Month,Offer B,No,No,No,Stayed
7,0,231.36,Two Year,None,No Internet,No Internet,No Internet,Stayed
47,7,1799.81,One Year,None,No Internet,No Internet,No Internet,Stayed
12,0,583.69,Two Year,None,No Internet,No Internet,No Internet,Stayed
33,0,3467.42,Month-to-Month,None,No,No,No,Churned
34,0,938.65,One Year,None,Yes,No,No,Stayed
1,0,85.48,Month-to-Month,Offer E,No,No,No,Churned
63,4,9163.24,Two Year,Offer B,No,No,Yes,Stayed
20,2,799.45,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
47,0,5642.79,Two Year,None,Yes,Yes,No,Stayed
68,4,6858.48,Two Year,Offer A,Yes,Yes,Yes,Stayed
29,1,3600.42,Month-to-Month,None,No,No,Yes,Churned
64,3,3210.35,Two Year,Offer B,No,Yes,Yes,Stayed
12,0,875.43,Month-to-Month,None,No,No,No,Stayed
53,7,5776.64,One Year,Offer B,No,No,Yes,Stayed
24,0,2557.49,Month-to-Month,None,Yes,Yes,No,Stayed
72,2,9939.97,Two Year,None,Yes,Yes,Yes,Stayed
66,0,6960.0,One Year,Offer A,Yes,Yes,Yes,Stayed
42,0,2443.77,Month-to-Month,None,No,No,No,Stayed
58,1,7967.85,One Year,Offer B,No,Yes,No,Stayed
65,0,7689.6,Month-to-Month,Offer B,No,Yes,Yes,Churned
46,0,4146.53,Month-to-Month,None,No,Yes,Yes,Stayed
45,0,2693.85,One Year,None,No Internet,No Internet,No Internet,Stayed
61,7,3570.44,Two Year,None,No Internet,No Internet,No Internet,Stayed
72,10,10343.62,Two Year,None,Yes,No,Yes,Stayed
10,0,931.2,Month-to-Month,None,No,No,No,Churned
1,0,102.22,Month-to-Month,None,No,No,No,Churned
18,0,1840.6,Month-to-Month,None,No,Yes,No,Stayed
51,2,7725.67,One Year,Offer B,Yes,Yes,Yes,Stayed
8,0,1015.38,Month-to-Month,None,No,No,No,Churned
57,2,4746.86,One Year,None,No,Yes,Yes,Stayed
10,0,1528.25,One Year,Offer D,Yes,No,Yes,Stayed
35,0,4662.0,Month-to-Month,Offer C,Yes,No,No,Stayed
9,0,696.0,Month-to-Month,Offer E,No,No,No,Stayed
24,6,1343.44,One Year,None,No Internet,No Internet,No Internet,Stayed
35,0,3418.1,One Year,Offer C,Yes,Yes,Yes,Churned
27,0,3544.84,Month-to-Month,None,No,No,No,Stayed
70,3,10103.15,Two Year,Offer A,No,Yes,No,Stayed
10,0,712.6,Month-to-Month,Offer D,No,Yes,Yes,Stayed
55,2,3815.5,One Year,None,Yes,No,No,Stayed
31,0,1523.4,One Year,None,No,No,Yes,Stayed
13,0,1799.14,Month-to-Month,Offer D,No,No,Yes,Churned
64,1,7602.57,Two Year,None,No,Yes,Yes,Stayed
71,10,4024.6,Two Year,None,No Internet,No Internet,No Internet,Stayed
66,2,8489.76,Two Year,None,Yes,No,Yes,Stayed
52,3,1544.94,Two Year,None,No Internet,No Internet,No Internet,Stayed
14,1,2027.94,Month-to-Month,None,No,No,No,Churned
57,2,2782.4,Month-to-Month,None,Yes,Yes,Yes,Stayed
21,0,1340.61,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
9,0,884.88,Month-to-Month,None,No,No,No,Churned
1,0,79.43,Month-to-Month,None,Yes,No,No,Churned
8,0,874.37,Month-to-Month,None,No,Yes,Yes,Stayed
17,0,2108.72,Two Year,None,No,No,Yes,Stayed
17,0,2276.59,One Year,None,No,Yes,Yes,Stayed
15,0,603.0,Two Year,None,No,No,No,Stayed
62,0,3289.81,Two Year,None,No Internet,No Internet,No Internet,Stayed
13,1,976.02,One Year,None,No,No,No,Stayed
68,0,6664.75,Two Year,None,Yes,Yes,No,Stayed
58,1,6345.94,Two Year,Offer B,No,Yes,No,Stayed
19,0,1990.92,Month-to-Month,Offer D,Yes,No,Yes,Stayed
13,0,692.05,Month-to-Month,None,No,No,No,Stayed
31,0,2961.95,Month-to-Month,None,No,No,Yes,Churned
71,4,2256.97,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
61,0,7332.2,One Year,Offer B,Yes,Yes,Yes,Stayed
7,1,797.72,Month-to-Month,None,No,No,No,Churned
13,1,1907.1,Month-to-Month,Offer D,No,No,Yes,Stayed
56,0,2893.18,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
22,7,2746.5,Month-to-Month,None,No,No,Yes,Churned
32,2,1151.05,One Year,Offer C,No,Yes,Yes,Stayed
72,0,9403.07,Two Year,Offer A,No,Yes,Yes,Stayed
43,10,1410.48,One Year,None,No Internet,No Internet,No Internet,Stayed
61,0,6515.63,Two Year,None,No,Yes,Yes,Stayed
69,7,10188.02,Two Year,Offer A,Yes,Yes,Yes,Stayed
3,0,168.92,Month-to-Month,None,Yes,No,No,Churned
52,0,6411.82,Two Year,None,Yes,No,Yes,Stayed
1,0,99.26,Month-to-Month,None,Yes,No,No,Churned
62,0,7074.51,One Year,Offer B,Yes,No,No,Stayed
54,0,1620.52,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
15,0,1709.55,Month-to-Month,None,No,No,Yes,Churned
19,0,820.05,Month-to-Month,None,No,No,No,Stayed
2,0,129.09,Month-to-Month,None,Yes,No,No,Churned
5,0,305.95,Month-to-Month,None,No,No,No,Churned
1,0,94.78,Month-to-Month,Offer E,No,No,No,Churned
71,7,8748.34,Two Year,Offer A,Yes,Yes,Yes,Stayed
4,1,376.35,Month-to-Month,Offer E,No,Yes,Yes,Churned
36,1,4161.0,Month-to-Month,Offer C,No,No,No,Churned
5,0,306.15,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Stayed
10,0,212.85,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
2,0,78.65,Month-to-Month,None,No,No,Yes,Churned
14,0,1421.5,Month-to-Month,None,No,No,No,Churned
68,1,3789.24,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
60,0,9703.9,One Year,None,Yes,Yes,Yes,Stayed
10,4,295.5,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
6,0,419.51,Month-to-Month,Offer E,No,Yes,No,Churned
58,0,8645.72,One Year,Offer B,No,Yes,Yes,Churned
16,0,1760.73,Month-to-Month,None,No,No,No,Stayed
29,0,926.2,Month-to-Month,None,No,Yes,No,Stayed
52,9,7154.33,One Year,None,No,No,Yes,Stayed
4,3,156.1,Month-to-Month,None,Yes,No,No,Stayed
5,0,301.7,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
68,0,2472.71,Two Year,None,No Internet,No Internet,No Internet,Stayed
50,0,5220.25,One Year,Offer B,Yes,Yes,Yes,Stayed
7,6,552.34,Month-to-Month,Offer E,Yes,No,No,Stayed
16,0,1613.67,Two Year,Offer D,No,No,No,Stayed
21,0,1763.76,Month-to-Month,None,Yes,No,Yes,Stayed
2,1,283.89,Month-to-Month,None,No,Yes,Yes,Churned
72,9,3784.0,Two Year,None,No,Yes,No,Stayed
45,0,2073.45,One Year,Offer B,No Internet,No Internet,No Internet,Churned
69,6,10004.5,Two Year,None,Yes,No,No,Stayed
1,0,96.05,Month-to-Month,None,No,No,No,Churned
32,0,4070.17,One Year,None,No,No,No,Churned
26,0,2957.32,One Year,None,No,Yes,Yes,Stayed
61,3,2427.47,One Year,None,No Internet,No Internet,No Internet,Stayed
42,1,3351.2,Month-to-Month,Offer B,Yes,No,No,Churned
49,0,5239.5,Month-to-Month,Offer B,No,No,No,Stayed
37,0,4576.12,Month-to-Month,None,Yes,Yes,Yes,Stayed
1,0,107.76,Month-to-Month,Offer E,No,No,No,Churned
60,0,6670.4,Two Year,None,No,No,Yes,Stayed
5,0,252.65,Two Year,Offer E,No Internet,No Internet,No Internet,Stayed
38,3,3962.03,Month-to-Month,None,Yes,No,No,Stayed
54,3,2323.86,Two Year,None,No Internet,No Internet,No Internet,Stayed
51,5,4658.49,Two Year,Offer B,Yes,Yes,Yes,Stayed
2,0,168.61,Month-to-Month,None,No,No,No,Churned
15,0,387.7,One Year,None,No Internet,No Internet,No Internet,Stayed
27,0,964.15,Two Year,None,No Internet,No Internet,No Internet,Stayed
1,0,102.61,Month-to-Month,None,No,No,No,Churned
24,0,1609.14,Two Year,None,No,No,No,Stayed
10,0,618.3,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
6,5,342.14,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Stayed
71,0,9982.85,Two Year,None,Yes,Yes,Yes,Stayed
66,3,4541.99,One Year,Offer A,No Internet,No Internet,No Internet,Stayed
35,0,3364.5,One Year,None,Yes,No,Yes,Stayed
6,3,462.84,Month-to-Month,None,No,No,No,Churned
65,0,10121.1,Two Year,None,Yes,Yes,Yes,Stayed
15,6,1565.9,Month-to-Month,None,No,No,No,Stayed
61,5,8097.4,One Year,Offer B,No,Yes,No,Stayed
22,3,1846.92,Month-to-Month,None,No,Yes,No,Stayed
28,0,2866.97,One Year,Offer C,No,Yes,No,Stayed
11,5,1517.73,Month-to-Month,None,Yes,Yes,No,Churned
24,0,2443.92,Month-to-Month,Offer C,No,No,Yes,Stayed
36,7,1317.95,One Year,Offer C,Yes,No,Yes,Stayed
67,7,6920.9,One Year,Offer A,Yes,Yes,No,Stayed
21,0,2120.81,Month-to-Month,Offer D,No,No,No,Churned
66,0,3585.25,Two Year,None,No,Yes,Yes,Stayed
1,1,119.33,Month-to-Month,Offer E,No,No,No,Churned
4,0,162.45,Month-to-Month,None,No,Yes,No,Stayed
2,0,140.15,Month-to-Month,None,No,No,No,Churned
12,0,463.69,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
7,1,297.63,One Year,None,No Internet,No Internet,No Internet,Stayed
1,0,35.05,Month-to-Month,Offer E,No,No,No,Churned
13,1,467.7,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
15,1,1574.65,Month-to-Month,None,No,No,No,Churned
2,0,179.97,Month-to-Month,None,No,No,No,Churned
16,1,1902.2,Month-to-Month,None,No,No,No,Churned
65,6,8759.85,One Year,None,Yes,No,No,Stayed
32,3,3774.19,Month-to-Month,None,No,No,Yes,Churned
59,7,8580.15,One Year,Offer B,Yes,Yes,Yes,Stayed
65,4,10215.38,Two Year,None,No,No,Yes,Stayed
66,1,8214.62,One Year,Offer A,No,Yes,No,Churned
46,0,2333.69,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
1,0,118.81,Month-to-Month,Offer E,No,No,No,Churned
68,1,8761.11,Two Year,None,Yes,Yes,Yes,Stayed
57,1,8145.85,Month-to-Month,Offer B,No,No,Yes,Churned
67,9,1803.26,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
33,2,1471.26,Two Year,None,No Internet,No Internet,No Internet,Stayed
20,0,2289.55,Month-to-Month,Offer D,No,No,Yes,Stayed
64,1,3597.11,Two Year,None,No Internet,No Internet,No Internet,Stayed
1,0,36.45,Month-to-Month,None,No,No,No,Churned
58,4,3603.81,Two Year,None,No Internet,No Internet,No Internet,Stayed
24,1,1245.49,One Year,Offer C,No Internet,No Internet,No Internet,Stayed
71,8,7366.67,Two Year,None,Yes,Yes,Yes,Stayed
35,6,3243.85,One Year,Offer C,No,Yes,No,Stayed
8,1,803.87,Month-to-Month,None,No,Yes,No,Stayed
53,0,3051.8,Two Year,None,No Internet,No Internet,No Internet,Stayed
72,8,8342.6,One Year,Offer A,Yes,No,No,Stayed
21,1,565.75,Month-to-Month,Offer D,No,No,No,Stayed
56,1,7711.41,Month-to-Month,None,No,No,Yes,Churned
13,0,1537.39,Month-to-Month,None,No,No,No,Churned
30,10,2169.7,Month-to-Month,Offer C,No,No,Yes,Stayed
70,5,11006.2,Two Year,Offer A,Yes,Yes,Yes,Stayed
63,7,5106.64,Two Year,None,Yes,Yes,Yes,Stayed
63,2,7416.97,Two Year,None,No,Yes,No,Stayed
11,0,987.44,Month-to-Month,None,No,No,No,Stayed
1,3,23.45,Month-to-Month,Offer E,No,No,No,Churned
7,9,777.44,Month-to-Month,None,No,No,No,Churned
14,0,1282.67,One Year,None,Yes,Yes,No,Stayed
1,1,121.5,Month-to-Month,None,No,No,No,Churned
1,1,58.47,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
50,6,7128.4,Month-to-Month,Offer B,No,No,Yes,Churned
4,0,137.85,Month-to-Month,Offer E,Yes,No,No,Churned
55,6,6647.25,One Year,Offer B,Yes,No,No,Stayed
20,0,1010.15,Month-to-Month,Offer D,No,No,No,Stayed
72,10,11688.9,Two Year,None,Yes,Yes,Yes,Stayed
70,6,2447.35,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
7,0,1012.46,Month-to-Month,None,No,No,No,Churned
27,1,1720.99,Two Year,None,No Internet,No Internet,No Internet,Stayed
67,10,3521.7,Two Year,None,Yes,Yes,No,Stayed
31,0,2919.68,Month-to-Month,None,No,Yes,No,Churned
3,0,139.35,Month-to-Month,Offer E,Yes,Yes,No,Churned
12,0,587.24,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
17,0,718.77,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
72,3,10175.46,Two Year,None,Yes,Yes,Yes,Stayed
7,0,734.36,Month-to-Month,Offer E,No,No,No,Churned
